cod_produto,cod_categoria,ean,plu,nome_produto,setor_gerenciado,setor_produto,sub_categoria,segmento,sub_segmento,fabricante,fabricante_varejista,marca,marca_verejista,marca_res,marca_detalhada,atributo,embalagem,unid_medida,tamanho_unidade,tamanho_total,tamanho_range,se_oferta,qtd_itens,dcr_oferta,desc_a,subst x culinario,desc_c,desc_d,desc_e,desc_f,desc_g,desc_h
7896001281790,1,7896001281790,,ADOCANTE LINEA STEVIA CULINARIO POTE 70G x1  REGULAR,GERENCIADO,STEVIA,NATURAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,POTE,,,70.0,70.0,ATE 80,REGULAR,1.0,,TEM EAN,CULINARIO,,,,,,
7896001282322,1,7896001282322,,"ADOCANTE LINEA STEVIA PO 0,6G x100 PROMOCAO",GERENCIADO,STEVIA,NATURAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,SACHE,,G,0.6,60.0,ATE 80,PROMOCAO,100.0,,,STEVIA,,,,,,
7896001282339,1,7896001282339,,"ADOCANTE LINEA SUCRALOSE PO 0,8G x100 PROMOCAO",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,SACHE,,G,0.8,80.0,ATE 80,PROMOCAO,100.0,,,SUCRALOSE,,,,,,
7896001282346,1,7896001282346,,ADOCANTE LINEA ERITRITOL LIQUIDO 25ML x1 REGULAR,GERENCIADO,ERITRITOL,NATURAL,LIQUIDO,LIQUIDO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,LIQUIDO,,ML,25.0,25.0,ATE 80,REGULAR,1.0,,,ERITRITOL,,,,,,
7896001282353,1,7896001282353,,ADOÇANTE LINEA ERITRITOL LIQUIDO 60ML x1 REGULAR,GERENCIADO,ERITRITOL,NATURAL,LIQUIDO,LIQUIDO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,LIQUIDO,0.0,ML,60.0,60.0,ATE 80,REGULAR,1.0,REGULAR,EAN,ERITRITOL,7896001282353.0,,,,,S/CCR(S/SCRS) ERTRTL LQD 60 ML N PRMC LINEA
7896001282360,1,7896001282360,,ADOÇANTE LINEA ERITRITOL PO 300G x1 REGULAR,GERENCIADO,ERITRITOL,NATURAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,BAG,0.0,G,300.0,300.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,ERITRITOL,7896001282360.0,,,,,S/CCR(S/SCRS) ERTRTL P 300 G N PRMC LINEA
7896001282377,1,7896001282377,,"ADOÇANTE LINEA ERITRITOL PO 0,6G x50 REGULAR",GERENCIADO,ERITRITOL,NATURAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,SACHE,0.0,G,0.6,30.0,ATE 80,REGULAR,50.0,REGULAR,EAN,ERITRITOL,7896001282377.0,,,,,S/CCR(S/SCRS) ERTRTL P 50 ENV N PRMC LINEA
7896001282391,1,7896001282391,,"ADOÇANTE LINEA SUCRALOSE PO 0,8G x100 DESCONTO",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,SACHE,0.0,G,0.8,80.0,ATE 80,PROMOCAO,100.0,DESCONTO,EAN,SUCRALOSE,7896001282391.0,,,,,SCRLS (SCRN/CCL/SCR) P 100 ENV PRMC LINEA
7896001282407,1,7896001282407,,"ADOÇANTE LINEA STEVIA PO 0,6G x100 DESCONTO",GERENCIADO,STEVIA,NATURAL,PO,PO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,SACHE,0.0,G,0.6,60.0,ATE 80,PROMOCAO,100.0,DESCONTO,EAN,STEVIA,7896001282407.0,,,,,STV (SCRN/CCL/SCR/ST P 100 ENV PRMC LINEA
7896001282414,1,7896001282414,,ADOÇANTE LINEA STEVIA LIQUIDO 60ML x2 DESCONTO,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,LIQUIDO,0.0,ML,60.0,120.0,101 ACIMA,PROMOCAO,2.0,DESCONTO,EAN,STEVIA,7896001282414.0,,,,,STV (SCRN/CCL/SCR/ST LQD 60 ML PRMC LINEA
7896001282421,1,7896001282421,,ADOÇANTE LINEA SUCRALOSE LIQUIDO 75ML x2 DESCONTO,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,LINEA,LINEA,LINEA,LINEA,LINEA,LINEA,LIQUIDO,0.0,ML,75.0,150.0,101 ACIMA,PROMOCAO,2.0,DESCONTO,EAN,SUCRALOSE,7896001282421.0,,,,,
7896026302302,1,7896026302302,,ADOC FINN ASPARTAME 50ENV,GERENCIADO,ASPARTAME,ARTIFICIAL,PO,PO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,SACHE,,G,50.0,50.0,ATE 80,REGULAR,50.0,,,,,,,,,
7896026302326,1,7896026302326,,ADOC FINN 100ENV,GERENCIADO,ASPARTAME,ARTIFICIAL,PO,PO,HYPERA,HYPERA,FINN,FINN,FINN,FINN,SACHE,,G,100.0,100.0,81 A 100,REGULAR,100.0,,,,,,,,,
7896060009618,1,7896060009618,,ADOCANTE ASSUGRIN SACARINA LIQUIDO 200 x1 ML REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,LIQUIDO,LIQUIDO,WOW NUTRITION,OUTRO FAB,ASSUGRIN,OUTRAS MARCAS,OUTRAS MARCAS,ASSUGRIN,LIQUIDO,,ML,200.0,200.0,101 ACIMA,REGULAR,1.0,,,SACARINA,,,,,,
7896060009861,1,7896060009861,,ADOCANTE TAL E QUAL SACARINA CULINARIO 500 x1 G REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,PO,CULINARIO,WOW NUTRITION,OUTRO FAB,TAL E QUAL,OUTRAS MARCAS,OUTRAS MARCAS,TAL E QUAL,CULINARIO,,G,500.0,500.0,101 ACIMA,REGULAR,1.0,,,CULINARIO,,,,,,
7896060010492,1,7896060010492,,ADOCANTE ASSUGRIN SACARINA LIQUIDO 100ML x1 REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,LIQUIDO,LIQUIDO,WOW NUTRITION,OUTRO FAB,ASSUGRIN,OUTRAS MARCAS,OUTRAS MARCAS,ASSUGRIN,LIQUIDO,,ML,100.0,100.0,81 A 100,REGULAR,1.0,,,SACARINA,,,,,,
7896060010607,1,7896060010607,,ADOCANTE ASSUGRIN STEVIA LIQUIDO 80 x1 ML REGULAR,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,WOW NUTRITION,OUTRO FAB,ASSUGRIN,OUTRAS MARCAS,OUTRAS MARCAS,ASSUGRIN,LIQUIDO,,ML,80.0,80.0,ATE 80,REGULAR,1.0,,,STEVIA,,,,,,
7896060010836,1,7896060010836,,ADOC ASSUGRIN 50ENV,GERENCIADO,SACARINA,ARTIFICIAL,PO,PO,WOW NUTRITION,OUTRO FAB,ASSUGRIN,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,PO,,G,50.0,50.0,ATE 80,REGULAR,1.0,,,,,,,,,
7896060013332,1,7896060013332,,"ADOCANTE GOLD ASPARTAME PO 0,8G x150 PROMOCAO",GERENCIADO,ASPARTAME,ARTIFICIAL,PO,PO,GOLD NUTRITION,OUTRO FAB,GOLD,GOLD,GOLD,GOLD,SACHE,,G,0.8,120.0,101 ACIMA,PROMOCAO,150.0,,,ASPARTAME,,,,,,
7896060013370,1,7896060013370,,ADOCANTE GOLD ASPARTAME LIQUIDO 65ML x3 PROMOCAO,GERENCIADO,ASPARTAME,ARTIFICIAL,LIQUIDO,LIQUIDO,GOLD NUTRITION,OUTRO FAB,GOLD,GOLD,GOLD,GOLD,LIQUIDO,,ML,65.0,195.0,101 ACIMA,PROMOCAO,3.0,,,ASPARTAME,,,,,,
7896060014360,1,7896060014360,,ADOCANTE TAL E QUAL SACARINA CULINARIO 66 x1 G REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,PO,CULINARIO,WOW NUTRITION,OUTRO FAB,TAL E QUAL,OUTRAS MARCAS,OUTRAS MARCAS,TAL E QUAL,CULINARIO,,G,66.0,66.0,ATE 80,REGULAR,1.0,,,CULINARIO,,,,,,
7896060016012,1,7896060016012,,"ADOÇANTE GOLD SUCRALOSE PO 0,6G x50 REGULAR",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,GOLD NUTRITION,OUTRO FAB,GOLD,GOLD,GOLD,GOLD,SACHE,0.0,G,0.6,30.0,ATE 80,REGULAR,50.0,REGULAR,EAN,SUCRALOSE,7896060016012.0,,,,,SCRLS (SCRN/CCL/SCR) P 50 ENV N PRMC GOLD
7896060016050,1,7896060016050,,ADOÇANTE GOLD SUCRALOSE LIQUIDO 75ML x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,GOLD NUTRITION,OUTRO FAB,GOLD,GOLD,GOLD,GOLD,LIQUIDO,0.0,ML,75.0,75.0,ATE 80,REGULAR,1.0,REGULAR,EAN,SUCRALOSE,7896060016050.0,,,,,SCRLS (SCRN/CCL/SCR) LQD 75 ML N PRMC GOLD
7896060017941,1,7896060017941,,"ADOCANTE GOLD SUCRALOSE PO 0,6G x150 PROMOCAO",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,GOLD NUTRITION,OUTRO FAB,GOLD,GOLD,GOLD,GOLD,SACHE,,G,0.6,90.0,81 A 100,PROMOCAO,150.0,,,SUCRALOSE,,,,,,
7896060018351,1,7896060018351,,"ADOCANTE GOLD STEVIA PO 0,6 x50 G REGULAR",GERENCIADO,STEVIA,NATURAL,PO,PO,GOLD NUTRITION,OUTRO FAB,GOLD,GOLD,GOLD,GOLD,SACHE,,G,0.6,30.0,ATE 80,REGULAR,50.0,,,STEVIA,,,,,,STV (SCRN/CCL/SCR/ST P 30 G N PRMC GOLD
7896060018368,1,7896060018368,,ADOCANTE GOLD STEVIA LIQUIDO 65 x1 ML REGULAR,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,GOLD NUTRITION,OUTRO FAB,GOLD,GOLD,GOLD,GOLD,LIQUIDO,,ML,65.0,65.0,ATE 80,REGULAR,1.0,,,STEVIA,,,,,,
7896060018610,1,7896060018610,,ADOC GOLD SUCRALOSE 75ML L2P1,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,WOW NUTRITION,OUTRO FAB,GOLD NUTRITION,OUTRAS MARCAS,OUTRAS MARCAS,OUTRAS MARCAS,LIQUIDO,,ML,75.0,75.0,ATE 80,PROMOCAO,1.0,,,,,,,,,
7896060035822,1,7896060035822,,ADOCANTE TAL E QUAL SACARINA CULINARIO 66 x1 G REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,PO,CULINARIO,WOW NUTRITION,OUTRO FAB,TAL E QUAL,OUTRAS MARCAS,OUTRAS MARCAS,TAL E QUAL,CULINARIO,,G,66.0,66.0,ATE 80,REGULAR,1.0,,,CULINARIO,,,,,,
7896060035921,1,7896060035921,,ADOCANTE TAL E QUAL SACARINA CULINARIO 133 x1 G REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,PO,CULINARIO,WOW NUTRITION,OUTRO FAB,TAL E QUAL,OUTRAS MARCAS,OUTRAS MARCAS,TAL E QUAL,CULINARIO,,G,133.0,133.0,101 ACIMA,REGULAR,1.0,,,CULINARIO,,,,,,
7896060037277,1,7896060037277,,"ADOÇANTE GOLD ASPARTAME PO 0,8G x50 REGULAR",GERENCIADO,ASPARTAME,ARTIFICIAL,PO,PO,GOLD NUTRITION,OUTRO FAB,GOLD,GOLD,GOLD,GOLD,SACHE,0.0,G,0.8,40.0,ATE 80,REGULAR,50.0,REGULAR,EAN,ASPARTAME,7896060037277.0,,,,,ASPRTM (SCRN/CCL/SP) P 50 ENV N PRMC GOLD
7896060037543,1,7896060037543,,ADOCANTE DOCE MENOR SACARINA LIQUIDO 200 x1 ML REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,LIQUIDO,LIQUIDO,WOW NUTRITION,OUTRO FAB,DOCE MENOR,OUTRAS MARCAS,OUTRAS MARCAS,DOCE MENOR,LIQUIDO,,ML,200.0,200.0,101 ACIMA,REGULAR,1.0,,,SACARINA,,,,,,
7896060039059,1,7896060039059,,ADOÇANTE GOLD ASPARTAME LIQUIDO 65ML x1 REGULAR,GERENCIADO,ASPARTAME,ARTIFICIAL,LIQUIDO,LIQUIDO,GOLD NUTRITION,OUTRO FAB,GOLD,GOLD,GOLD,GOLD,LIQUIDO,0.0,ML,65.0,65.0,ATE 80,REGULAR,1.0,REGULAR,EAN,ASPARTAME,7896060039059.0,,,,,ASPRTM (SCRN/CCL/SP) LQD 65 ML N PRMC GOLD
7896060039417,1,7896060039417,,ADOCANTE TAL E QUAL SACARINA CULINARIO 60 x1 G REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,PO,CULINARIO,WOW NUTRITION,OUTRO FAB,TAL E QUAL,OUTRAS MARCAS,OUTRAS MARCAS,TAL E QUAL,CULINARIO,,G,60.0,60.0,ATE 80,REGULAR,1.0,,,CULINARIO,,,,,,
7896060039424,1,7896060039424,,ADOCANTE TAL E QUAL SACARINA CULINARIO 120 x1 G REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,PO,CULINARIO,WOW NUTRITION,OUTRO FAB,TAL E QUAL,OUTRAS MARCAS,OUTRAS MARCAS,TAL E QUAL,CULINARIO,,G,120.0,120.0,101 ACIMA,REGULAR,1.0,,,CULINARIO,,,,,,
7896060039820,1,7896060039820,,"ADOCANTE DOCE MENOR SACARINA PO 0,8 x50 G REGULAR",GERENCIADO,SACARINA,ARTIFICIAL,PO,PO,WOW NUTRITION,OUTRO FAB,DOCE MENOR,OUTRAS MARCAS,OUTRAS MARCAS,DOCE MENOR,SACHE,,G,0.8,40.0,ATE 80,REGULAR,50.0,,,SACARINA,,,,,,
7896094906020,1,7896094906020,,ADOÇANTE ADOCYL STEVIA LIQUIDO 80ML x1 REGULAR,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,ADOCYL,ADOCYL,ADOCYL,ADOCYL,LIQUIDO,0.0,ML,80.0,80.0,ATE 80,REGULAR,1.0,REGULAR,EAN,STEVIA,7896094906020.0,,,,,STV (SCRN/CCL/SCR/ST LQD 80 ML N PRMC ADOCYL
7896094906624,1,7896094906624,,ADOÇANTE ZERO CAL SUCRALOSE LIQUIDO 100ML x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,LIQUIDO,0.0,ML,100.0,100.0,81 A 100,REGULAR,1.0,REGULAR,EAN,SUCRALOSE,7896094906624.0,,,,,SCRLS (SCRN/CCL/SCR) LQD 100 ML N PRMC ZERO CAL
7896094906631,1,7896094906631,,"ADOÇANTE ZERO CAL SUCRALOSE PO 0,6G x1000 REGULAR",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,SACHE,0.0,G,0.6,600.0,101 ACIMA,REGULAR,1000.0,REGULAR,TEM EAN,SUCRALOSE,0.0,,,,,SCRLS (SCRN/CCL/SCR) P 1000 ENV N PRMC ZERO CAL
7896094906648,1,7896094906648,,"ADOÇANTE ZERO CAL SUCRALOSE PO 0,8G x50 REGULAR",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,SACHE,0.0,G,0.8,40.0,ATE 80,REGULAR,50.0,REGULAR,EAN,SUCRALOSE,7896094906648.0,,,,,
7896094910003,1,7896094910003,,"ADOÇANTE ZERO CAL ASPARTAME PO 0,8G x50 REGULAR",GERENCIADO,ASPARTAME,ARTIFICIAL,PO,PO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,SACHE,0.0,G,0.8,40.0,ATE 80,REGULAR,50.0,REGULAR,EAN,ASPARTAME,7896094910003.0,,,,,ASPRTM (SCRN/CCL/SP) P 50 ENV N PRMC ZERO CAL
7896094910386,1,7896094910386,,"ADOÇANTE ZERO CAL SUCRALOSE PO 0,8G x30 REGULAR",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,SACHE,0.0,G,0.8,24.0,ATE 80,REGULAR,30.0,REGULAR,EAN,SUCRALOSE,7896094910386.0,,,,,SCRLS (SCRN/CCL/SCR) P 30 ENV N PRMC ZERO CAL
7896094910904,1,7896094910904,,ADOÇANTE ZERO CAL SACARINA LIQUIDO 100ML x1 REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,LIQUIDO,0.0,ML,100.0,100.0,81 A 100,REGULAR,1.0,REGULAR,EAN,SACARINA,7896094910904.0,,,,,SCRN (CCL/SC) LQD 100 ML N PRMC ZERO CAL
7896094910959,1,7896094910959,,ADOÇANTE ZERO CAL SACARINA LIQUIDO 200ML x1 REGULAR,GERENCIADO,SACARINA,ARTIFICIAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,LIQUIDO,0.0,ML,200.0,200.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,SACARINA,7896094910959.0,,,,,SCRN (CCL/SC) LQD 200 ML N PRMC ZERO CAL
7896094911000,1,7896094911000,,ADOÇANTE ZERO CAL ASPARTAME LIQUIDO 100ML x1 REGULAR,GERENCIADO,ASPARTAME,ARTIFICIAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,LIQUIDO,0.0,ML,100.0,100.0,81 A 100,REGULAR,1.0,REGULAR,EAN,ASPARTAME,7896094911000.0,,,,,ASPRTM (SCRN/CCL/SP) LQD 100 ML N PRMC ZERO CAL
7896094912779,1,7896094912779,,ADOÇANTE ZERO CAL SUCRALOSE LIQUIDO 100ML x2 DESCONTO,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,LIQUIDO,0.0,ML,100.0,200.0,101 ACIMA,PROMOCAO,2.0,DESCONTO,EAN,SUCRALOSE,7896094912779.0,,,,,SCRLS (SCRN/CCL/SCR) LQD 100 ML PRMC ZERO CAL
7896094914070,1,7896094914070,,ADOÇANTE ADOCYL SUCRALOSE LIQUIDO 80ML x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,ADOCYL,ADOCYL,ADOCYL,ADOCYL,LIQUIDO,0.0,ML,80.0,80.0,ATE 80,REGULAR,1.0,REGULAR,EAN,SUCRALOSE,7896094914070.0,,,,,SCRLS (SCRN/CCL/SCR) LQD 80 ML N PRMC ADOCYL
7896094915046,1,7896094915046,,ADOÇANTE ZERO CAL STEVIA LIQUIDO 80ML x1 REGULAR,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,LIQUIDO,0.0,ML,80.0,80.0,ATE 80,REGULAR,1.0,REGULAR,EAN,STEVIA,7896094915046.0,,,,,STV (SCRN/CCL/SCR/ST LQD 80 ML N PRMC ZERO CAL
7896094915176,1,7896094915176,,"ADOÇANTE ZERO CAL STEVIA PO 0,8G x50 REGULAR",GERENCIADO,STEVIA,NATURAL,PO,PO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,SACHE,0.0,G,0.8,40.0,ATE 80,REGULAR,50.0,REGULAR,EAN,STEVIA,7896094915176.0,,,,,STV (SCRN/CCL/SCR/ST P 50 ENV N PRMC ZERO CAL
7896094916944,1,7896094916944,,ADOÇANTE ADOCYL SUCRALOSE LIQUIDO 160ML x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,ADOCYL,ADOCYL,ADOCYL,ADOCYL,LIQUIDO,0.0,ML,160.0,160.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,SUCRALOSE,7896094916944.0,,,,,SCRLS (SCRN/CCL/SCR) LQD 160 ML N PRMC ADOCYL
7896094917439,1,7896094917439,,ADOÇANTE ADOCYL SACARINA CULINARIO 150G x1 REGULAR,GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,CULINARIO,HYPERA,HYPERA,ADOCYL,ADOCYL,ADOCYL,ADOCYL,CULINARIO,0.0,G,150.0,150.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,CULINARIO,7896094917439.0,,,,,
7896094919129,1,7896094919129,,ADOÇANTE ZERO CAL STEVIA LIQUIDO 80ML x2 DESCONTO,GERENCIADO,STEVIA,NATURAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,LIQUIDO,0.0,ML,80.0,160.0,101 ACIMA,PROMOCAO,2.0,DESCONTO,EAN,STEVIA,7896094919129.0,,,,,STV (SCRN/CCL/SCR/ST LQD 80 ML PRMC ZERO CAL
7896094919136,1,7896094919136,,ADOÇANTE ZERO CAL ERITRITOL LIQUIDO 65ML x1 REGULAR,GERENCIADO,ERITRITOL,NATURAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,LIQUIDO,0.0,ML,65.0,65.0,ATE 80,REGULAR,1.0,REGULAR,EAN,ERITRITOL,7896094919136.0,,,,,S/CCR(S/SCRS) ERTRTL LQD 65 ML N PRMC ZERO CAL
7896094919617,1,7896094919617,,"ADOCANTE ZERO CAL SUCRALOSE PO 0,8G x150 PROMOCAO",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,SACHE,,G,0.8,120.0,101 ACIMA,PROMOCAO,150.0,,,SUCRALOSE,,,,,,
7896094919624,1,7896094919624,,ADOÇANTE ZERO CAL ERITRITOL PO 5G x30 REGULAR,GERENCIADO,ERITRITOL,NATURAL,PO,PO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,SACHE,0.0,G,5.0,150.0,101 ACIMA,REGULAR,30.0,REGULAR,EAN,ERITRITOL,7896094919624.0,,,,,
7896094919815,1,7896094919815,,ADOÇANTE ZERO CAL ERITRITOL PO 250G x1 REGULAR,GERENCIADO,ERITRITOL,NATURAL,PO,PO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,POTE,0.0,G,250.0,250.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,ERITRITOL,7896094919815.0,,,,,S/CCR(S/SCRS) ERTRTL P 250 G N PRMC ZERO CAL
7896094919853,1,7896094919853,,"ADOÇANTE ZERO CAL SUCRALOSE PO 0,6G x50 REGULAR",GERENCIADO,SUCRALOSE,ARTIFICIAL,PO,PO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,SACHE,0.0,G,0.6,30.0,ATE 80,REGULAR,50.0,REGULAR,EAN,SUCRALOSE,7896094919853.0,,,,,SCRLS (SCRN/CCL/SCR) P 50 ENV N PRMC ZERO CAL
7896094919860,1,7896094919860,,"ADOCANTE ZERO CAL ASPARTAME PO 0,6 x50 G REGULAR",GERENCIADO,ASPARTAME,ARTIFICIAL,PO,PO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,SACHE,,G,0.6,30.0,ATE 80,REGULAR,50.0,REGULAR,TEM EAN,ASPARTAME,,,,,,
7896094999381,1,7896094999381,,ADOCANTE ZERO CAL ERITRITOL LIQUIDO 65 x2 ML PROMOCAO,GERENCIADO,ERITRITOL,NATURAL,LIQUIDO,LIQUIDO,HYPERA,HYPERA,ZERO CAL,ZERO CAL,ZERO CAL,ZERO CAL,LIQUIDO,,ML,65.0,130.0,101 ACIMA,PROMOCAO,2.0,DESCONTO,TEM EAN,ERITRITOL,,,,,,
7896109800572,2,7896109800572,,AÇUCAR FIT GUARANI AÇUCAR FIT AÇUCAR FIT 500G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,TEREOS AÇÚCAR,OUTRO FAB,TEREOS,OUTRAS MARCAS,OUTRAS MARCAS,TEREOS,AÇUCAR FIT,0.0,G,500.0,500.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7896109800572.0,,,,,
7896181700265,2,7896181700265,,AÇUCAR FIT SAUDE DA TERRA AÇUCAR FIT AÇUCAR FIT 1000G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,DA COLÔNIA,OUTRO FAB,DA COLONIA,OUTRAS MARCAS,OUTRAS MARCAS,DA COLONIA,AÇUCAR FIT,0.0,G,1000.0,1000.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7896181700265.0,,,,,
7896181705253,2,7896181705253,,AÇUCAR FIT SAUDE DA TERRA AÇUCAR FIT AÇUCAR FIT 440G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,DA COLÔNIA,OUTRO FAB,DA COLONIA,OUTRAS MARCAS,OUTRAS MARCAS,DA COLONIA,AÇUCAR FIT,0.0,G,440.0,440.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7896181705253.0,,,,,
7896181712015,1,7896181712015,,ADOÇANTE DA COLONIA XILITOL PO 200G x1 REGULAR,GERENCIADO,XILITOL,NATURAL,PO,PO,DA COLÔNIA,OUTRO FAB,DA COLONIA,OUTRAS MARCAS,OUTRAS MARCAS,DA COLONIA,BAG,0.0,G,200.0,200.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,XILITOL,7896181712015.0,,,,,
7896256081435,1,7896256081435,,ADOÇANTE NATURAL LIFE XILITOL PO 300G x1 REGULAR,GERENCIADO,XILITOL,NATURAL,PO,PO,KODILAR,OUTRO FAB,KODILAR,OUTRAS MARCAS,OUTRAS MARCAS,KODILAR,POTE,0.0,G,300.0,300.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,XILITOL,7896256081435.0,,,,,
7896278162525,2,7896278162525,,AÇUCAR FIT NATUREBA AÇUCAR FIT AÇUCAR FIT 200G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,NATUREBA,OUTRO FAB,PHARMA,OUTRAS MARCAS,OUTRAS MARCAS,PHARMA,AÇUCAR FIT,0.0,G,200.0,200.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7896278162525.0,,,,,
7896278162761,2,7896278162761,,AÇUCAR FIT NATUREBA AÇUCAR FIT AÇUCAR FIT 300G x1 REGULAR,NAO GERENCIADO,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,AÇUCAR FIT,NATUREBA,OUTRO FAB,PHARMA,OUTRAS MARCAS,OUTRAS MARCAS,PHARMA,AÇUCAR FIT,0.0,G,300.0,300.0,101 ACIMA,REGULAR,1.0,REGULAR,EAN,AÇUCAR FIT,7896278162761.0,,,,,
