cod_produto,cod_categoria,ean,plu,nome_produto,setor_gerenciado,setor_produto,sub_categoria,segmento,sub_segmento,fabricante,fabricante_varejista,marca,marca_verejista,marca_res,marca_detalhada,atributo,embalagem,unid_medida,tamanho_unidade,tamanho_total,tamanho_range,se_oferta,qtd_itens,dcr_oferta,desc_a,desc_b,desc_c,desc_d,desc_e,desc_f,desc_g,desc_h
50052806,3,50052806,,SIMPLE SABONETE GEL FACIAL REFRESHING 50 ML x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,GEL,UNILEVER BRASIL LTDA  ,DEMAIS FAB,SIMPLE,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
50762460,3,50762460,,RESCUE CREAM CREME FLORAL TO SOOTHE E RESTORE 30 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,RESCUE,DEMAIS FAB,RESCUE,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,30.0,30.0,ATE 50,REGULAR,1,REGULAR,ITENS IQVIA,ATE 50,,,,,,
78539827,3,78539827,666955.0,KIT PROTETOR SOLAR CORPO NEUTROGENA FPS70 GTS SABONETE FACIAL GRAPEFRUIT 150ML,NAO GERENCIADO,BODY CARE DERMATO,SOLAR,SOLAR,-,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS P/ SAUDE LTDA,DEMAIS FAB,NEUTROGENA,DEMAIS MARCAS,CONCORRENTES,-,-,KIT,ML,150.0,150.0,101 A 200,REGULAR,1,REGULAR,ITENS DPSP,101 A 200,,,,,,
78903203,3,78903203,,PEPILON CREME DE PEPINO - PELE SECA 50 G x 1,GERENCIADO,FACE CARE MASSIVO,HIDRATACAO,HIDRATACAO ROSTO,CREME,PEPILON,DEMAIS FAB,PEPILON,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
78903210,3,78903210,,PEPILON CREME PEPINO PELE OLEOSA 50 G x 1,GERENCIADO,FACE CARE MASSIVO,HIDRATACAO,HIDRATACAO ROSTO,CREME,PEPILON,DEMAIS FAB,PEPILON,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
78903227,3,78903227,,PEPILON CREME DE PEPINO - PELE NORMAL 50 G x 1,GERENCIADO,FACE CARE MASSIVO,HIDRATACAO,HIDRATACAO ROSTO,CREME,PEPILON,DEMAIS FAB,PEPILON,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
78905108,3,78905108,,POMADA MINANCORA 30G,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,MELORA,DEMAIS FAB,MINANCORA,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,30.0,30.0,ATE 50,REGULAR,1,REGULAR,ITENS DPSP,ATE 50,,,,,,
78906617,3,78906617,,CREME NIVEA LATA 56G,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,BEIERSDORF,DEMAIS FAB,NIVEA,DEMAIS MARCAS,CONCORRENTES,-,-,LATA,G,56.0,56.0,51 A 80,REGULAR,1,REGULAR,ITENS GBARBOSA,51 A 80,,,,,,
78907850,3,78907850,,"LEITE HID PAIXAO 200ML, ONLY YOU",GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LIQUIDO,COTY BRASIL COMERCIO LTDA,DEMAIS FAB,PAIXAO,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS GBARBOSA,101 A 200,,,,,,
78907867,3,78907867,,"LEITE HID PAIXAO 200ML, SEDUCAO",GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LIQUIDO,COTY BRASIL COMERCIO LTDA,DEMAIS FAB,PAIXAO,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS GBARBOSA,101 A 200,,,,,,
78907874,3,78907874,,"OLEO PAIXAO AMENDOAS 200ML, ONLY YOU",GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,OLEO,COTY BRASIL COMERCIO LTDA,DEMAIS FAB,PAIXAO,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS GBARBOSA,101 A 200,,,,,,
78907881,3,78907881,,PAIXAO OLEO SEDU 200ML,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,OLEO,COTY BRASIL COMERCIO LTDA,DEMAIS FAB,MONANGE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS RAIA,101 A 200,,,,,,
78914940,3,78914940,,"OLEO PAIXAO AMENDOAS 200ML, PARIS",GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,OLEO,COTY BRASIL COMERCIO LTDA,DEMAIS FAB,PAIXAO,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS GBARBOSA,101 A 200,,,,,,
78914957,3,78914957,,"LEITE HID PAIXAO 200ML, PARIS",GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LIQUIDO,COTY BRASIL COMERCIO LTDA,DEMAIS FAB,PAIXAO,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS GBARBOSA,101 A 200,,,,,,
78914964,3,78914964,,PAIXAO OLEO FELI 200ML,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,OLEO,COTY BRASIL COMERCIO LTDA,DEMAIS FAB,MONANGE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS RAIA,101 A 200,,,,,,
78914971,3,78914971,,PAIXAO LEITE HIDRATANTE RADIANTE FELICIDADE 200 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LIQUIDO,COTY BRASIL COMERCIO LTDA,DEMAIS FAB,PAIXAO,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS ABRAFARMA,101 A 200,,,,,,
78921122,3,78921122,,PAIXAO LEITE HIDRATANTE MISTERIOSA 200 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LIQUIDO,COTY BRASIL COMERCIO LTDA,DEMAIS FAB,PAIXAO,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
78922686,3,78922686,,"LEITE HID PAIXAO 200ML, TENTACAO",GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LIQUIDO,COTY BRASIL COMERCIO LTDA,DEMAIS FAB,PAIXAO,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS GBARBOSA,101 A 200,,,,,,
78922693,3,78922693,,OLEO PAIXAO 200ML AMEND.TENTADORA,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,OLEO,COTY BRASIL COMERCIO LTDA,DEMAIS FAB,PAIXAO,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS SUPER PAGUE MENOS,101 A 200,,,,,,
78925588,3,78925588,,LEITE HIDR.PAIXAO 200ML ROMANCE,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LIQUIDO,COTY BRASIL COMERCIO LTDA,DEMAIS FAB,PAIXAO,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS SUPER PAGUE MENOS,101 A 200,,,,,,
78925632,3,78925632,,OLEO CORPORAL AMENDOAS PAIXAO ROMANTICA 200ML,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,OLEO,COTY BRASIL COMERCIO LTDA,DEMAIS FAB,PAIXAO,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS DPSP,101 A 200,,,,,,
78927872,3,78927872,,LUX GOTA DE BELEZA SABONETE LIQUIDO DEGUSTA-ME 150 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,UNILEVER BRASIL LTDA  ,DEMAIS FAB,LUX,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,150.0,150.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
78928657,3,78928657,,LUX GOTA DE BELEZA SABONETE LIQUIDO DESEJO DE AMORA 150 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,UNILEVER BRASIL LTDA  ,DEMAIS FAB,LUX,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,150.0,150.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
78994324,3,78994324,,DOVE LOCAO HIDRATANTE CORPORAL DELICIOUS LEITE DE COCO LEVE 2 PAGUE 1 200 ML x 2,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,UNILEVER BRASIL LTDA  ,DEMAIS FAB,DOVE,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,200.0,400.0,201 ACIMA,PROMO,2,DESCONTO,ITENS IQVIA,201 ACIMA,,,,,,
78999985,3,78999985,,NIVEA SABONETE HIDRATANTE DIVERSOS LEVE 12 PAGUE 10 90G CADA 90 G x 12,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,-,BEIERSDORF,DEMAIS FAB,NIVEA,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,90.0,1080.0,201 ACIMA,PROMO,12,DESCONTO,ITENS IQVIA,201 ACIMA,,,,,,
80253648,3,80253648,,HAND WASH SABONETE LIQUIDO PARA AS MAOS SORRENTO LEMON 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,HAND WASH,DEMAIS FAB,HAND WASH,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
80253662,3,80253662,,HAND WASH SABONETE LIQUIDO PARA AS MAOS FLOR LARANJEIRA 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,HAND WASH,DEMAIS FAB,HAND WASH,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
85952812,3,85952812,,DERMACOL MAKE UP C BA L24HCLL4K 30ML x 1,GERENCIADO,FACE CARE MASSIVO,MAQUIAGEM,MAQUIAGEM,-,DERMACOL,DEMAIS FAB,DERMACOL MAKE UP,DEMAIS MARCAS,CONCORRENTES,-,-,BASTAO,G,30.0,30.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
85953291,3,85953291,,DERMACOL MAKE UP C BA L24H CLL0 30ML x 1,GERENCIADO,FACE CARE MASSIVO,MAQUIAGEM,MAQUIAGEM,-,DERMACOL,DEMAIS FAB,DERMACOL MAKE UP,DEMAIS MARCAS,CONCORRENTES,-,-,BASTAO,G,30.0,30.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
85959002,3,85959002,,DERMACOL MAKE UP C SO C L IC N8 1.6G X 1,GERENCIADO,FACE CARE MASSIVO,MAQUIAGEM,MAQUIAGEM,-,DERMACOL,DEMAIS FAB,DERMACOL MAKE UP,DEMAIS MARCAS,CONCORRENTES,-,-,BASTAO,G,2.0,2.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
85960237,3,85960237,,DERMACOL MAKE UP C BA L M M N14 3.5ML x 1,GERENCIADO,FACE CARE MASSIVO,MAQUIAGEM,MAQUIAGEM,-,DERMACOL,DEMAIS FAB,DERMACOL MAKE UP,DEMAIS MARCAS,CONCORRENTES,-,-,BASTAO,G,4.0,4.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
85960374,3,85960374,,DERMACOL MAKE UP C BA L M M N31 3.5ML x 1,GERENCIADO,FACE CARE MASSIVO,MAQUIAGEM,MAQUIAGEM,-,DERMACOL,DEMAIS FAB,DERMACOL MAKE UP,DEMAIS MARCAS,CONCORRENTES,-,-,BASTAO,G,4.0,4.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
85960404,3,85960404,,DERMACOL MAKE UP C BA LI MM N34 3.5ML x 1,GERENCIADO,FACE CARE MASSIVO,MAQUIAGEM,MAQUIAGEM,-,DERMACOL,DEMAIS FAB,DERMACOL MAKE UP,DEMAIS MARCAS,CONCORRENTES,-,-,BASTAO,G,4.0,4.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
85960480,3,85960480,,DERMACOL MAKE UP C BA LI MM N56 3.5ML x 1,GERENCIADO,FACE CARE MASSIVO,MAQUIAGEM,MAQUIAGEM,-,DERMACOL,DEMAIS FAB,DERMACOL MAKE UP,DEMAIS MARCAS,CONCORRENTES,-,-,BASTAO,G,4.0,4.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
85962675,3,85962675,,DERMACOL MAKE UP C BA BA PM N1 3.5G X 1,GERENCIADO,FACE CARE MASSIVO,MAQUIAGEM,MAQUIAGEM,-,DERMACOL,DEMAIS FAB,DERMACOL MAKE UP,DEMAIS MARCAS,CONCORRENTES,-,-,BASTAO,G,4.0,4.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
85962699,3,85962699,,DERMACOL MAKE UP C BA BA PM N3 3.5G X 1,GERENCIADO,FACE CARE MASSIVO,MAQUIAGEM,MAQUIAGEM,-,DERMACOL,DEMAIS FAB,DERMACOL MAKE UP,DEMAIS MARCAS,CONCORRENTES,-,-,BASTAO,G,4.0,4.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
85962705,3,85962705,,DERMACOL MAKE UP C BA BA PM N4 3.5G x 1,GERENCIADO,FACE CARE MASSIVO,PROTETOR LABIAL,REPARADOR DE PELE,-,MAKE UP,DEMAIS FAB,MAKE UP,DEMAIS MARCAS,CONCORRENTES,-,-,BASTAO,G,4.0,4.0,ATE 50,REGULAR,1,REGULAR,ITENS IQVIA,ATE 50,,,,,,
85962767,3,85962767,,DERMACOL MAKE UP C BA BA PM N10 3.5G X 1,GERENCIADO,FACE CARE MASSIVO,MAQUIAGEM,MAQUIAGEM,-,DERMACOL,DEMAIS FAB,DERMACOL MAKE UP,DEMAIS MARCAS,CONCORRENTES,-,-,BASTAO,G,4.0,4.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
85963696,3,85963696,,DERMACOL MAKE UP C MA SO E W N1 5ML x 1,GERENCIADO,FACE CARE MASSIVO,MAQUIAGEM,MAQUIAGEM,-,DERMACOL,DEMAIS FAB,DERMACOL MAKE UP,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,5.0,5.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
85964679,3,85964679,,DERMACOL MAKE UP C BA LMC18HC05 30ML x 1,GERENCIADO,FACE CARE MASSIVO,MAQUIAGEM,MAQUIAGEM,-,DERMACOL,DEMAIS FAB,DERMACOL MAKE UP,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,30.0,30.0,ATE 50,REGULAR,1,REGULAR,ITENS IQVIA,ATE 50,,,,,,
85967014,3,85967014,,DERMACOL MAKE UP C LA DOTC N9AG x 1,GERENCIADO,FACE CARE MASSIVO,MAQUIAGEM,MAQUIAGEM,-,DERMACOL,DEMAIS FAB,DERMACOL MAKE UP,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,9.0,9.0,ATE 50,REGULAR,1,REGULAR,ITENS IQVIA,ATE 50,,,,,,
96358139,3,96358139,,PROTEX SABONETE LIQUIDO VITAMINA E LEVE 6 PAGUE 5 250 ML x 6,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,COLGATE PALMOLIVE COMERCIAL LTDA  ,DEMAIS FAB,PROTEX,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,250.0,1500.0,201 ACIMA,PROMO,6,DESCONTO,ITENS IQVIA,201 ACIMA,,,,,,
97018155,3,97018155,,DEMAZON SABONETE LIQUIDO DIVERSOS LEVE 3 PAGUE 2 500 ML x 3,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,DEMAZON,DEMAIS FAB,DEMAZON,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,1500.0,201 ACIMA,PROMO,3,DESCONTO,ITENS IQVIA,201 ACIMA,,,,,,
97684121,3,97684121,,NIVEA SABONETE HIDRATANTE DIVERSOS LEVE 12 PAGUE 10 90G CADA 85 G x 12,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,-,BEIERSDORF,DEMAIS FAB,NIVEA,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,90.0,1080.0,201 ACIMA,PROMO,12,DESCONTO,ITENS IQVIA,201 ACIMA,,,,,,
97748199,3,97748199,,DOVE SABONETE SABONETE HIDRATANTE DIVERSOS LEVE 12 PAGUE 10 90 G x 12,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,-,UNILEVER BRASIL LTDA  ,DEMAIS FAB,DOVE,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,90.0,1080.0,201 ACIMA,PROMO,12,DESCONTO,ITENS IQVIA,201 ACIMA,,,,,,
725331366,3,725331366,,NIVEA BATH CARE SABONETE BARRA LAVANDA E OLEOS 85 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,OLEO,BEIERSDORF,DEMAIS FAB,NIVEA,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,85.0,85.0,81 A 100,REGULAR,1,REGULAR,ITENS IQVIA,81 A 100,,,,,,
7050105355,3,7050105355,,LENCO DEMAQ NEUTROG NIGHT CALM 25UN,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LENCO,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS P/ SAUDE LTDA,DEMAIS FAB,NEUTROGENA,DEMAIS MARCAS,CONCORRENTES,-,-,SACHE,-,,,-,REGULAR,1,REGULAR,ITENS PROFARMA,-,,,,,,
9531116013,3,9531116013,,TEA TREE SABONETE LIQUIDO PARA MAOS HAND SOAP 300 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,TEA TREE,DEMAIS FAB,TEA TREE,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,300.0,300.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
10181040009,3,10181040009,,PALMERS BALS HID 100G,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,PALMERS COCOA BUTTER BRASIL,DEMAIS FAB,PALMERS,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,100.0,100.0,81 A 100,REGULAR,1,REGULAR,ITENS RAIA,81 A 100,,,,,,
10181040313,3,10181040313,,PALMERS LC MAS ESTR250,GERENCIADO,BODY CARE MASSIVO,ANTI IDADE,ANTIRRUGAS,LOCAO,PALMERS COCOA BUTTER BRASIL,DEMAIS FAB,PALMERS,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,G,250.0,250.0,201 ACIMA,REGULAR,1,REGULAR,ITENS RAIA,201 ACIMA,,,,,,
10181040351,3,10181040351,,PALMERS CR MAS ESTR125,GERENCIADO,BODY CARE MASSIVO,ANTI IDADE,ANTIMANCHAS,CREME,PALMERS COCOA BUTTER BRASIL,DEMAIS FAB,PALMERS,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,125.0,125.0,101 A 200,REGULAR,1,REGULAR,ITENS RAIA,101 A 200,,,,,,
10181040504,3,10181040504,,PALMERS OLEO CAL 150ML,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,OLEO,PALMERS COCOA BUTTER BRASIL,DEMAIS FAB,PALMERS,DEMAIS MARCAS,CONCORRENTES,-,-,SPRAY,ML,150.0,150.0,101 A 200,REGULAR,1,REGULAR,ITENS RAIA,101 A 200,,,,,,
10181040603,3,10181040603,,PALMERS LC FIRMADAD250,GERENCIADO,BODY CARE MASSIVO,ANTI IDADE,ANTIRRUGAS,LOCAO,PALMERS COCOA BUTTER BRASIL,DEMAIS FAB,PALMERS,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,G,250.0,250.0,201 ACIMA,REGULAR,1,REGULAR,ITENS RAIA,201 ACIMA,,,,,,
10181040702,3,10181040702,,PALMERS CR FIRM 120G,GERENCIADO,BODY CARE MASSIVO,ANTI IDADE,ANTIRRUGAS,CREME,PALMERS COCOA BUTTER BRASIL,DEMAIS FAB,PALMERS,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,120.0,120.0,101 A 200,REGULAR,1,REGULAR,ITENS RAIA,101 A 200,,,,,,
10181041587,3,10181041587,,PALMERS OL MULT ROSA60,GERENCIADO,BODY CARE MASSIVO,ANTI IDADE,ANTIMANCHAS,OLEO,PALMERS COCOA BUTTER BRASIL,DEMAIS FAB,PALMERS,DEMAIS MARCAS,CONCORRENTES,-,-,SPRAY,G,60.0,60.0,51 A 80,REGULAR,1,REGULAR,ITENS RAIA,51 A 80,,,,,,
10181041594,3,10181041594,,PALMERS OLEO MULT 60ML,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,OLEO,PALMERS COCOA BUTTER BRASIL,DEMAIS FAB,PALMERS,DEMAIS MARCAS,CONCORRENTES,-,-,SPRAY,ML,60.0,60.0,51 A 80,REGULAR,1,REGULAR,ITENS RAIA,51 A 80,,,,,,
10181041808,3,10181041808,,PALMERS LOC HID 250ML,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,PALMERS COCOA BUTTER BRASIL,DEMAIS FAB,PALMERS,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,250.0,250.0,201 ACIMA,REGULAR,1,REGULAR,ITENS RAIA,201 ACIMA,,,,,,
10181043352,3,10181043352,,PALMERS CREME CONCENTRADO COCOA BUTTER 60 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,PALMERS,DEMAIS FAB,PALMERS,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,60.0,60.0,51 A 80,REGULAR,1,REGULAR,IQVIA SKU,51 A 80,,,,,,
11111301702,3,11111301702,,DOVE SABONETE SABONETE 100 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,-,UNILEVER BRASIL LTDA  ,DEMAIS FAB,DOVE,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,100.0,100.0,81 A 100,REGULAR,1,REGULAR,ITENS IQVIA,81 A 100,,,,,,
20714007058,3,20714007058,,CLINIQ ANTIP ROLL ON,NAO GERENCIADO,BODY CARE DERMATO,OUTROS,OUTROS,LIQUIDO,ESTEE LAUDER,DEMAIS FAB,CLINIQUE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,G,75.0,75.0,51 A 80,REGULAR,1,REGULAR,ITENS RAIA,51 A 80,,,,,,
20714215552,3,20714215552,,CLINIQ TAKE DAY OFF,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,GEL,ESTEE LAUDER,DEMAIS FAB,CLINIQUE,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,ML,125.0,125.0,101 A 200,REGULAR,1,REGULAR,ITENS RAIA,101 A 200,,,,,,
20714389109,3,20714389109,,CLINIQ DEEP HAND&CUTIC,NAO GERENCIADO,BODY CARE DERMATO,OUTROS,OUTROS,CREME,ESTEE LAUDER,DEMAIS FAB,CLINIQUE,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,75.0,75.0,51 A 80,REGULAR,1,REGULAR,ITENS RAIA,51 A 80,,,,,,
40232936487,3,40232936487,,SEPTIDERM SABONETE LIQUIDO ERVA DOCE 1 L x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,SEPTIDERM,DEMAIS FAB,SEPTIDERM,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,1000.0,1000.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
40232936494,3,40232936494,,SEPTIDERM SABONETE LIQUIDO ERVA DOCE 5 L x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,SEPTIDERM,DEMAIS FAB,SEPTIDERM,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,5000.0,5000.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
40232936500,3,40232936500,,SEPTIDERM SABONETE LIQUIDO ERVA DOCE 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,SEPTIDERM,DEMAIS FAB,SEPTIDERM,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
40232936647,3,40232936647,,SEPTIDERM SABONETE LIQUIDO GLICERINADO 1 L x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,SEPTIDERM,DEMAIS FAB,SEPTIDERM,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,1000.0,1000.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
